;Data;Suma przebadanych osób;Nowe przebadne osoby;Suma wykonanych testów;Dobowa liczba wykonanych testów;Dobowa liczba wykonanych testów antygenowych;% testów antygenowych w dobowej liczbie wykonanych testów;Suma zleceń POZ;Dobowa liczba zleceń POZ;zmiana tygodniowa dobowej liczby zleceń POZ;Suma osób z wynikiem pozytywnym;Dobowa liczba osób z wynikiem pozywnym;% osób z wynikiem pozytywnym (w ogólnej liczbie testów);% osób z wynikiem pozytywnym (w ogólnej liczbie przebadanych osób);dobowy % osób z wynikiem pozytywnym (w dobowej liczbie testów);dobowy % osób z wynikiem pozytywnym (w dobowej liczbie nowych przebadanych osób);Suma wyników negatywnych i powtórnie pozytywnych;Wyniki negatywne i powtórnie pozywyne;;7-dniowa średnia dobowej liczby wykonanych testów;7-dniowa średnia dobowego % wyników pozytywnych  (w dobowej liczbie testów);;! UWAGI ;! W dniu 08.08 MZ podało informację o zawyżeniu sumy przebadanych próbek o ~230 tys. przez WSSE Kielce przez błąd w raportowaniu. Dane historyczne dot. sumy próbek nie zostały skorygowane.                                                            ! Brak raportu za dzień 25.07, podano tylko zaokrągloną liczbę przebadanych próbek.      ! Zmiana godziny raportowania.                                                                                                                                                                                                                              ! Do raportu dodano liczbę przebadanych osób.                                                                                                                                                                                                                                                                                                                                                                               ! Brak raportów za dzień 06.03 i 15.03   ! W związku ze zmianą systemu raportowania i korektami MZ, suma przypadków może nie być zgodna z sumą w zakałdce 'Wzrost';;;;;;;;;;;;;
;28.10;21673796;58651;22102885;59181;27154;45.88%;4517205;16711;34.54%;2987766;9387;13.52%;13.79%;15.86%;16.00%;19115119;49794;;49 251;13.29%;;;;;;;;;;;;;;;;
;29.10;21733196;59400;22162841;59956;28317;47.23%;4534066;16861;35.39%;2997564;9798;13.53%;13.79%;16.34%;16.49%;19165277;50158;;50 394;13.90%;;;;;;;;;;;;;;;;
;30.10;21770664;37468;22200618;37777;16284;43.11%;4534676;610;55.61%;3004709;7145;13.53%;13.80%;18.91%;19.07%;19195909;30632;;50 964;14.60%;;;;;;;;;;;;;;;;
;31.10;21799292;28628;22229709;29091;15283;52.54%;4535083;407;21.49%;3009603;4894;13.54%;13.81%;16.82%;17.10%;19220106;24197;;51 475;15.35%;;;;;;;;;;;;;;;;
;01.11;21826975;27683;22257660;27951;15173;54.28%;4535350;267;-98.78%;3014117;4514;13.54%;13.81%;16.15%;16.31%;19243543;23437;;47 381;16.08%;;;;;;;;;;;;;;;;
;02.11;21894332;67357;22326043;68383;38842;56.80%;4571248;35898;117.92%;3024546;10429;13.55%;13.81%;15.25%;15.48%;19301497;57954;;48 741;16.23%;;;;;;;;;;;;;;;;
;03.11;21972386;78054;22404800;78757;34185;43.41%;4597902;26654;58.48%;3040061;15515;13.57%;13.84%;19.70%;19.88%;19364739;63242;;51 585;17.01%;;;;;;;;;;;;;;;;
;04.11;22050245;77859;22483483;78683;33852;43.02%;4624393;26491;58.52%;3055965;15904;13.59%;13.86%;20.21%;20.43%;19427518;62779;;54 371;17.63%;;;;;;;;;;;;;;;;
;05.11;22127586;77341;22561469;77986;32909;42.20%;4651287;26894;59.50%;3071155;15190;13.61%;13.88%;19.48%;19.64%;19490314;62796;;56 947;18.08%;;;;;;;;;;;;;;;;
;06.11;22182025;54439;22616190;54721;18188;33.24%;4652134;847;38.85%;3083648;12493;13.63%;13.90%;22.83%;22.95%;19532542;42228;;59 367;18.63%;;;;;;;;;;;;;;;;
;07.11;22219033;37008;22653460;37270;17169;46.07%;4652721;587;44.23%;3090964;7316;13.64%;13.91%;19.63%;19.77%;19562496;29954;;60 536;19.04%;;;;;;;;;;;;;;;;
;08.11;22294103;75070;22729540;76080;41029;53.93%;4694184;41463;15429.21%;3104608;13644;13.66%;13.93%;17.93%;18.18%;19624932;62436;;67 411;19.29%;;;;;;;;;;;;;;;;
;09.11;22377964;83861;22813917;84377;35141;41.65%;4723243;29059;-19.05%;3118252;13644;13.67%;13.93%;16.17%;16.27%;19695665;70733;;69 696;19.42%;;;;;;;;;;;;;;;;
;10.11;22462575;84611;22899286;85369;35416;41.49%;4750501;27258;2.27%;3131896;13644;13.68%;13.94%;15.98%;16.13%;19767390;71725;;70 641;18.89%;;;;;;;;;;;;;;;;
;11.11;22511603;49028;22948661;49375;14964;30.31%;4751071;570;-97.85%;3144861;12965;13.70%;13.97%;26.26%;26.44%;19803800;36410;;66 454;19.75%;;;;;;;;;;;;;;;;
;12.11;22579856;68253;23017564;68903;32660;47.40%;4782821;31750;18.06%;3159153;14292;13.72%;13.99%;20.74%;20.94%;19858411;54611;;65 156;19.94%;;;;;;;;;;;;;;;;
;13.11;22634225;54369;23072429;54865;18272;33.30%;4783892;1071;26.45%;3173595;14442;13.75%;14.02%;26.32%;26.56%;19898834;40423;;65 177;20.43%;;;;;;;;;;;;;;;;
;14.11;22674936;40711;23113362;40933;17354;42.40%;4784592;700;19.25%;3183107;9512;13.77%;14.04%;23.24%;23.36%;19930255;31421;;65 700;20.95%;;;;;;;;;;;;;;;;
;15.11;22756746;81810;23196122;82760;43129;52.11%;4834680;50088;20.80%;3199697;16590;13.79%;14.06%;20.05%;20.28%;19996425;66170;;66 655;21.25%;;;;;;;;;;;;;;;;
;16.11;22852927;96181;23292952;96830;35976;37.15%;4871378;36698;26.29%;3223936;24239;13.84%;14.11%;25.03%;25.20%;20069016;72591;;68 434;22.52%;;;;;;;;;;;;;;;;
;17.11;22951870;98943;23392459;99507;35925;36.10%;4907243;35865;31.58%;3248818;24882;13.89%;14.15%;25.01%;25.15%;20143641;74625;;70 453;23.81%;;;;;;;;;;;;;;;;
;18.11;23045031;93161;23486188;93729;34693;37.01%;4942894;35651;6154.56%;3272060;23242;13.93%;14.20%;24.80%;24.95%;20214128;70487;;76 790;23.60%;;;;;;;;;;;;;;;;
;19.11;23139842;94811;23581674;95486;35524;37.20%;4979038;36144;13.84%;3295474;23414;13.97%;14.24%;24.52%;24.70%;20286200;72072;;80 587;24.14%;;;;;;;;;;;;;;;;
;20.11;23206967;67125;23649055;67381;19229;28.54%;4980368;1330;24.18%;3314357;18883;14.01%;14.28%;28.02%;28.13%;20334698;48498;;82 375;24.38%;;;;;;;;;;;;;;;;
;21.11;23255282;48315;23697612;48557;18321;37.73%;4981216;848;21.14%;3326691;12334;14.04%;14.31%;25.40%;25.53%;20370921;36223;;83 464;24.69%;;;;;;;;;;;;;;;;
;22.11;23345403;90121;23788624;91012;44661;49.07%;5040456;59240;18.27%;3346627;19936;14.07%;14.34%;21.90%;22.12%;20441997;71076;;84 643;24.96%;;;;;;;;;;;;;;;;
;23.11;23452015;106612;23895816;107192;37338;34.83%;5082961;42505;15.82%;3375007;28380;14.12%;14.39%;26.48%;26.62%;20520809;78812;;86 123;25.16%;;;;;;;;;;;;;;;;
;24.11;23562192;110177;24006731;110915;38762;34.95%;5125055;42094;17.37%;3403135;28128;14.18%;14.44%;25.36%;25.53%;20603596;82787;;87 753;25.21%;;;;;;;;;;;;;;;;
;25.11;23667200;105008;24112413;105682;36884;34.90%;5165598;40543;13.72%;3429870;26735;14.22%;14.49%;25.30%;25.46%;20682543;78947;;89 461;25.28%;;;;;;;;;;;;;;;;
;26.11;23771744;104544;24217580;105167;36373;34.59%;5206741;41143;13.83%;3456052;26182;14.27%;14.54%;24.90%;25.04%;20761528;78985;;90 844;25.34%;;;;;;;;;;;;;;;;
;27.11;23842998;71254;24289149;71569;18431;25.75%;5207910;1169;-12.11%;3476628;20576;14.31%;14.58%;28.75%;28.88%;20812521;50993;;91 442;25.44%;;;;;;;;;;;;;;;;
;28.11;23893936;50938;24340316;51167;17956;35.09%;5208764;854;0.71%;3489743;13115;14.34%;14.61%;25.63%;25.75%;20850573;38052;;91 815;25.47%;;;;;;;;;;;;;;;;
;29.11;23985677;91741;24433048;92732;46242;49.87%;5271611;62847;6.09%;3508817;19074;14.36%;14.63%;20.57%;20.79%;20924231;73658;;92 061;25.28%;;;;;;;;;;;;;;;;
;30.11;24098916;113239;24547160;114112;39162;34.32%;5316405;44794;5.39%;3537881;29064;14.41%;14.68%;25.47%;25.67%;21009279;85048;;93 049;25.14%;;;;;;;;;;;;;;;;
;01.12;24207254;108338;24656171;109011;38214;35.06%;5359288;42883;1.87%;3565237;27356;14.46%;14.73%;25.09%;25.25%;21090934;81655;;92 777;25.10%;;;;;;;;;;;;;;;;
;02.12;24314557;107303;24764134;107963;37249;34.50%;5401265;41977;3.54%;3592202;26965;14.51%;14.77%;24.98%;25.13%;21171932;80998;;93 103;25.06%;;;;;;;;;;;;;;;;
;03.12;24417027;102470;24870097;105963;37313;35.21%;5445392;44127;7.25%;3617778;25576;14.55%;14.82%;24.14%;24.96%;21252319;80387;;93 217;24.95%;;;;;;;;;;;;;;;;
;04.12;24495197;78170;24948630;78533;19816;25.23%;5446921;1529;30.80%;3640167;22389;14.59%;14.86%;28.51%;28.64%;21308463;56144;;94 212;24.91%;;;;;;;;;;;;;;;;
;05.12;24547132;51935;25000916;52286;19312;36.94%;5447691;770;-9.84%;3653417;13250;14.61%;14.88%;25.34%;25.51%;21347499;39036;;94 371;24.87%;;;;;;;;;;;;;;;;
;06.12;24637740;90608;25095931;95015;47067;49.54%;5519666;71975;14.52%;3672783;19366;14.63%;14.91%;20.38%;21.37%;21423148;75649;;94 698;24.84%;;;;;;;;;;;;;;;;
;07.12;24751553;113813;25210982;115051;41282;35.88%;5563573;43907;-1.98%;3701325;28542;14.68%;14.95%;24.81%;25.08%;21509657;86509;;94 832;24.75%;;;;;;;;;;;;;;;;
;08.12;24859359;107806;25322586;111604;39686;35.56%;5616679;53106;23.84%;3728783;27458;14.73%;15.00%;24.60%;25.47%;21593803;84146;;95 202;24.68%;;;;;;;;;;;;;;;;
;09.12;24963599;104240;25430252;107666;39015;36.24%;5667943;51264;22.12%;3753774;24991;14.76%;15.04%;23.21%;23.97%;21676478;82675;;95 160;24.43%;;;;;;;;;;;;;;;;
;10.12;25064487;100888;25534621;104369;37441;35.87%;5706011;38068;-13.73%;3777538;23764;14.79%;15.07%;22.77%;23.55%;21757083;80605;;94 932;24.23%;;;;;;;;;;;;;;;;
;11.12;25136769;72282;25609282;74661;20534;27.50%;5707187;1176;-23.09%;3796990;19452;14.83%;15.11%;26.05%;26.91%;21812292;55209;;94 379;23.88%;;;;;;;;;;;;;;;;
;12.12;25184826;48057;25659484;50202;19576;38.99%;5718566;11379;1377.79%;3839625;11379;14.96%;15.25%;22.67%;23.68%;21819859;38823;;94 081;23.50%;;;;;;;;;;;;;;;;
;13.12;25274563;89737;25753282;93798;46526;49.60%;5784466;65900;-8.44%;3839625;17460;14.91%;15.19%;18.61%;19.46%;21913657;76338;;93 907;23.25%;;;;;;;;;;;;;;;;
;14.12;25380238;105675;25862784;109502;39831;36.37%;5830676;46210;5.25%;3839625;24266;14.85%;15.13%;22.16%;22.96%;22023159;85236;;93 115;22.87%;;;;;;;;;;;;;;;;
;15.12;25480542;100304;25966712;103928;39514;38.02%;5876630;45954;-13.47%;3839625;22097;14.79%;15.07%;21.26%;22.03%;22127087;81831;;92 018;22.39%;;;;;;;;;;;;;;;;
;16.12;25578646;98104;26068551;101839;41893;41.14%;5910638;34008;-33.66%;3839625;20027;14.73%;15.01%;19.67%;20.41%;22228926;81812;;91 186;21.88%;;;;;;;;;;;;;;;;
;17.12;25677459;98813;26170850;102299;41039;40.12%;5943318;32680;-14.15%;3839625;19397;14.67%;14.95%;18.96%;19.63%;22331225;82902;;90 890;21.34%;;;;;;;;;;;;;;;;
;18.12;25747896;70437;26243534;72684;23393;32.18%;5944550;1232;4.76%;3839625;15976;14.63%;14.91%;21.98%;22.68%;22403909;56708;;90 607;20.76%;;;;;;;;;;;;;;;;
;19.12;25800565;52669;26298535;55001;25097;45.63%;5945162;612;-94.62%;3839625;9609;14.60%;14.88%;17.47%;18.24%;22458910;45392;;91 293;20.02%;;;;;;;;;;;;;;;;
;20.12;25889727;89162;26391814;93279;49106;52.64%;5987077;41915;-36.40%;3839625;13806;14.55%;14.83%;14.80%;15.48%;22552189;79473;;91 219;19.47%;;;;;;;;;;;;;;;;
;21.12;25988061;98334;26493557;101743;42162;41.44%;6015422;28345;-38.66%;3839625;18021;14.49%;14.77%;17.71%;18.33%;22653932;83722;;90 110;18.84%;;;;;;;;;;;;;;;;
;22.12;26082418;94357;26591417;97860;40059;40.94%;6043261;27839;-39.42%;3839625;17156;14.44%;14.72%;17.53%;18.18%;22751792;80704;;89 244;18.30%;;;;;;;;;;;;;;;;
;23.12;26168777;86359;26681046;89629;36177;40.36%;6066750;23489;-30.93%;3839625;15392;14.39%;14.67%;17.17%;17.82%;22841421;74237;;87 499;17.95%;;;;;;;;;;;;;;;;
;24.12;26224054;55277;26738417;57371;21233;37.01%;6076717;9967;-69.50%;3839625;10788;14.36%;14.64%;18.80%;19.52%;22898792;46583;;81 081;17.92%;;;;;;;;;;;;;;;;
;25.12;26260572;36518;26776807;38390;17165;44.71%;6077138;421;-65.83%;3839625;6252;14.34%;14.62%;16.29%;17.12%;22937182;32138;;76 182;17.11%;;;;;;;;;;;;;;;;
;26.12;26300527;39955;26818933;42126;24616;58.43%;6077485;347;-43.30%;3839625;5029;14.32%;14.60%;11.94%;12.59%;22979308;37097;;74 343;16.32%;;;;;;;;;;;;;;;;
;27.12;26384652;84125;26907366;88433;51696;58.46%;6113926;36441;-13.06%;3839625;9843;14.27%;14.55%;11.13%;11.70%;23067741;78590;;73 650;15.80%;;;;;;;;;;;;;;;;
;28.12;26482129;97477;27008948;101582;45715;45.00%;6140769;26843;-5.30%;3839625;15571;14.22%;14.50%;15.33%;15.97%;23169323;86011;;73 627;15.46%;;;;;;;;;;;;;;;;
;29.12;26573848;91719;27104556;95608;44663;46.71%;6166834;26065;-6.37%;3839625;14325;14.17%;14.45%;14.98%;15.62%;23264931;81283;;73 306;15.09%;;;;;;;;;;;;;;;;
;30.12;26662972;89124;27197479;92923;43344;46.65%;6190725;23891;1.71%;3839625;13601;14.12%;14.40%;14.64%;15.26%;23357854;79322;;73 776;14.73%;;;;;;;;;;;;;;;;
;31.12;26738880;75908;27276443;78964;35015;44.34%;6207458;16733;67.88%;3839625;12032;14.08%;14.36%;15.24%;15.85%;23436818;66932;;76 861;14.22%;;;;;;;;;;;;;;;;
;01.01;26787581;48701;27327211;50768;24720;48.69%;6207994;536;27.32%;3839625;7179;14.05%;14.33%;14.14%;14.74%;23487586;43589;;78 629;13.91%;;;;;;;;;;;;;;;;
;02.01;26841006;53425;27382963;55752;32189;57.74%;6208606;612;76.37%;3839625;6422;14.02%;14.31%;11.52%;12.02%;23543338;49330;;80 576;13.85%;;;;;;;;;;;;;;;;
;03.01;26940714;99708;27487093;104130;63399;60.88%;6249244;40638;11.52%;3839625;11670;13.97%;14.25%;11.21%;11.70%;23647468;92460;;82 818;13.86%;;;;;;;;;;;;;;;;
;04.01;27049481;108767;27600081;112988;51081;45.21%;6277879;28635;6.68%;3839625;17196;13.91%;14.19%;15.22%;15.81%;23760456;95792;;84 448;13.85%;;;;;;;;;;;;;;;;
;05.01;27150944;101463;27705500;105419;49292;46.76%;6303730;25851;-0.82%;3839625;16576;13.86%;14.14%;15.72%;16.34%;23865875;88843;;85 849;13.95%;;;;;;;;;;;;;;;;
;06.01;27213564;62620;27770183;64683;23694;36.63%;6304393;663;-97.22%;3839625;11902;13.83%;14.11%;18.40%;19.01%;23930558;52781;;81 815;14.49%;;;;;;;;;;;;;;;;
;07.01;27291773;78209;27851461;81278;42633;52.45%;6328298;23905;42.86%;3839625;10900;13.79%;14.07%;13.41%;13.94%;24011836;70378;;82 145;14.23%;;;;;;;;;;;;;;;;
;08.01;27360660;68887;27922598;71137;30937;43.49%;6329283;985;83.77%;3839625;11106;13.75%;14.03%;15.61%;16.12%;24082973;60031;;85 055;14.44%;;;;;;;;;;;;;;;;
;09.01;27413256;52596;27977381;54783;27569;50.32%;6329835;552;-9.80%;3839625;7785;13.72%;14.01%;14.21%;14.80%;24137756;46998;;84 917;14.83%;;;;;;;;;;;;;;;;
;10.01;27501495;88239;28069830;92449;51441;55.64%;6362597;32762;-19.38%;3839625;11406;13.68%;13.96%;12.34%;12.93%;24230205;81043;;83 248;14.99%;;;;;;;;;;;;;;;;
;11.01;27597344;95849;28169255;99425;40244;40.48%;6385838;23241;-18.84%;3839625;16173;13.63%;13.91%;16.27%;16.87%;24329630;83252;;81 311;15.14%;;;;;;;;;;;;;;;;
;12.01;27690638;93294;28266088;96833;40033;41.34%;6408718;22880;-11.49%;3839625;16878;13.58%;13.87%;17.43%;18.09%;24426463;79955;;80 084;15.38%;;;;;;;;;;;;;;;;
;13.01;27780372;89734;28359107;93019;40209;43.23%;6431721;23003;3369.53%;3839625;16047;13.54%;13.82%;17.25%;17.88%;24519482;76972;;84 132;15.22%;;;;;;;;;;;;;;;;
;14.01;27880539;100167;28462810;103703;47280;45.59%;6456358;24637;3.06%;3839625;16896;13.49%;13.77%;16.29%;16.87%;24623185;86807;;87 336;15.63%;;;;;;;;;;;;;;;;
;15.01;27951363;70824;28535750;72940;25673;35.20%;6457505;1147;16.45%;3839625;14667;13.46%;13.74%;20.11%;20.71%;24696125;58273;;87 593;16.27%;;;;;;;;;;;;;;;;
;16.01;28005291;53928;28591756;56006;23759;42.42%;6458172;667;20.83%;3839625;10445;13.43%;13.71%;18.65%;19.37%;24752131;45561;;87 768;16.91%;;;;;;;;;;;;;;;;
;17.01;28101897;96606;28692292;100536;48403;48.14%;6503932;45760;39.67%;3839625;19652;13.38%;13.66%;19.55%;20.34%;24852667;80884;;88 923;17.94%;;;;;;;;;;;;;;;;
;18.01;28220591;118694;28814640;122348;44247;36.16%;6543558;39626;70.50%;3839625;30586;13.33%;13.61%;25.00%;25.77%;24975015;91762;;92 198;19.18%;;;;;;;;;;;;;;;;
;19.01;28341815;121224;28939723;125083;43938;35.13%;6587188;43630;90.69%;3839625;32835;13.27%;13.55%;26.25%;27.09%;25100098;92248;;96 234;20.44%;;;;;;;;;;;;;;;;
;20.01;28473025;131210;29075044;135321;44922;33.20%;6633625;46437;101.87%;3839625;36665;13.21%;13.49%;27.09%;27.94%;25235419;98656;;102 277;21.85%;;;;;;;;;;;;;;;;
;21.01;28619960;146935;29226028;150984;50936;33.74%;6682524;48899;98.48%;3839625;40876;13.14%;13.42%;27.07%;27.82%;25386403;110108;;109 031;23.39%;;;;;;;;;;;;;;;;
;22.01;28728623;108663;29337269;111241;25708;23.11%;6684488;1964;71.23%;3839625;34088;13.09%;13.37%;30.64%;31.37%;25497644;77153;;114 503;24.89%;;;;;;;;;;;;;;;;
;23.01;28823523;94900;29434724;97455;24656;25.30%;6685805;1317;97.45%;3839625;29100;13.04%;13.32%;29.86%;30.66%;25595099;68355;;120 424;26.50%;;;;;;;;;;;;;;;;
;24.01;28960037;136514;29576604;141880;60985;42.98%;6766014;80209;75.28%;3839625;36995;12.98%;13.26%;26.07%;27.10%;25736979;104885;;126 330;27.43%;;;;;;;;;;;;;;;;
;25.01;29128698;168661;29750091;173487;53223;30.68%;6829168;63154;59.38%;3839625;53420;12.91%;13.18%;30.79%;31.67%;25910466;120067;;133 636;28.26%;;;;;;;;;;;;;;;;
;26.01;29303464;174766;29929589;179498;51764;28.84%;6888821;59653;36.72%;3839625;57659;12.83%;13.10%;32.12%;32.99%;26089964;121839;;141 409;29.09%;;;;;;;;;;;;;;;;
;27.01;29477211;173747;30107897;178308;50586;28.37%;6943657;54836;18.09%;3839625;57262;12.75%;13.03%;32.11%;32.96%;26268272;121046;;147 550;29.81%;;;;;;;;;;;;;;;;
;28.01;29648689;171478;30284027;176130;57930;32.89%;6996410;52753;7.88%;3839625;51695;12.68%;12.95%;29.35%;30.15%;26444402;124435;;151 143;30.14%;;;;;;;;;;;;;;;;
;29.01;29789632;140943;30427779;143752;28685;19.95%;6998229;1819;-7.38%;3839625;48251;12.62%;12.89%;33.57%;34.23%;26588154;95501;;155 787;30.55%;;;;;;;;;;;;;;;;
;30.01;29893487;103855;30534442;106663;25584;23.99%;6999488;1259;-4.40%;3839625;33480;12.57%;12.84%;31.39%;32.24%;26694817;73183;;157 103;30.77%;;;;;;;;;;;;;;;;
;31.01;30033173;139686;30678760;144318;62751;43.48%;7070943;71455;-10.91%;3839625;39114;12.52%;12.78%;27.10%;28.00%;26839135;105204;;157 451;30.92%;;;;;;;;;;;;;;;;
;01.02;30207737;174564;30858580;179820;55269;30.74%;7125591;54648;-13.47%;3839625;56051;12.44%;12.71%;31.17%;32.11%;27018955;123769;;158 356;30.97%;;;;;;;;;;;;;;;;
;02.02;30377928;170191;31033684;175104;51654;29.50%;7173903;48312;-19.01%;3839625;54477;12.37%;12.64%;31.11%;32.01%;27194059;120627;;157 728;30.83%;;;;;;;;;;;;;;;;
;03.02;30536793;158865;31197805;164121;53048;32.32%;7217582;43679;-20.35%;3839625;47534;12.31%;12.57%;28.96%;29.92%;27358180;116587;;155 701;30.38%;;;;;;;;;;;;;;;;
;04.02;30695008;158215;31360622;162817;54280;33.34%;7260539;42957;-18.57%;3839625;45749;12.24%;12.51%;28.10%;28.92%;27520997;117068;;153 799;30.20%;;;;;;;;;;;;;;;;
;05.02;30809221;114213;31477796;117174;27017;23.06%;7262257;1718;-5.55%;3839625;34703;12.20%;12.46%;29.62%;30.38%;27638171;82471;;150 002;29.64%;;;;;;;;;;;;;;;;
;06.02;30889566;80345;31560615;82819;25632;30.95%;7263400;1143;-9.21%;3839625;24404;12.17%;12.43%;29.47%;30.37%;27720990;58415;;146 596;29.36%;;;;;;;;;;;;;;;;
;07.02;31022839;133273;31699146;138531;67127;48.46%;7321512;58112;-18.67%;3839625;35960;12.11%;12.38%;25.96%;26.98%;27859521;102571;;145 769;29.20%;;;;;;;;;;;;;;;;
;08.02;31173650;150811;31854747;155601;54433;34.98%;7377488;55976;2.43%;3839625;46872;12.05%;12.32%;30.12%;31.08%;28015122;108729;;142 310;29.05%;;;;;;;;;;;;;;;;
;09.02;31312480;138830;31998267;143520;50554;35.22%;7411370;33882;-29.87%;3839625;42095;12.00%;12.26%;29.33%;30.32%;28158642;101425;;137 798;28.79%;;;;;;;;;;;;;;;;
;10.02;31439912;127432;32130599;132332;49722;37.57%;7439960;28590;-34.55%;3839625;35777;11.95%;12.21%;27.04%;28.08%;28290974;96555;;133 256;28.52%;;;;;;;;;;;;;;;;
;11.02;31558456;118544;32253523;122924;49404;40.19%;7466704;26744;-37.74%;3839625;31331;11.90%;12.17%;25.49%;26.43%;28413898;91593;;127 557;28.15%;;;;;;;;;;;;;;;;
;12.02;31640245;81789;32338272;84749;25264;29.81%;7467797;1093;-36.38%;3839625;22070;11.87%;12.14%;26.04%;26.98%;28498647;62679;;122 925;27.63%;;;;;;;;;;;;;;;;
;13.02;31701439;61194;32402167;63895;25605;40.07%;7468461;664;-41.91%;3839625;13473;11.85%;12.11%;21.09%;22.02%;28562542;50422;;120 222;26.44%;;;;;;;;;;;;;;;;
;14.02;31805851;104412;32510613;108446;57400;52.93%;7504784;36323;-37.49%;3839625;22267;11.81%;12.07%;20.53%;21.33%;28670988;86179;;115 924;25.66%;;;;;;;;;;;;;;;;
;15.02;31918329;112478;32626920;116307;47467;40.81%;7532312;27528;-50.82%;3839625;28859;11.77%;12.03%;24.81%;25.66%;28787295;87448;;110 310;24.90%;;;;;;;;;;;;;;;;
;16.02;32037356;119027;32751518;124598;57379;46.05%;7555891;23579;-30.41%;3839625;29229;11.72%;11.98%;23.46%;24.56%;28911893;95369;;107 607;24.07%;;;;;;;;;;;;;;;;
;17.02;32140083;102727;32858524;107006;46334;43.30%;7577426;21535;-24.68%;3839625;23990;11.69%;11.95%;22.42%;23.35%;29018899;83016;;103 989;23.41%;;;;;;;;;;;;;;;;
;18.02;32237894;97811;32960601;102077;46195;45.26%;7598454;21028;-21.37%;3839625;20902;11.65%;11.91%;20.48%;21.37%;29120976;81175;;101 011;22.69%;;;;;;;;;;;;;;;;
;19.02;32301234;63340;33026290;65689;23956;36.47%;7599412;958;-12.35%;3839625;13687;11.63%;11.89%;20.84%;21.61%;29186665;52002;;98 288;21.95%;;;;;;;;;;;;;;;;
;20.02;32350757;49523;33078265;51975;23010;44.27%;7600083;671;1.05%;3839625;9589;11.61%;11.87%;18.45%;19.36%;29238640;42386;;96 585;21.57%;;;;;;;;;;;;;;;;
;21.02;32449021;98264;33181435;103170;58261;56.47%;7629850;29767;-18.05%;3839625;18792;11.57%;11.83%;18.21%;19.12%;29341810;84378;;95 832;21.24%;;;;;;;;;;;;;;;;
;22.02;32544482;95461;33281109;99674;46871;47.02%;7650315;20465;-25.66%;3839625;20456;11.54%;11.80%;20.52%;21.43%;29441484;79218;;93 456;20.63%;;;;;;;;;;;;;;;;
;23.02;32632692;88210;33373589;92480;44855;48.50%;7668114;17799;-24.51%;3839625;18282;11.50%;11.77%;19.77%;20.73%;29533964;74198;;88 867;20.10%;;;;;;;;;;;;;;;;
;24.02;32714701;82009;33459332;85743;42575;49.65%;7683820;15706;-27.07%;3839625;16724;11.48%;11.74%;19.50%;20.39%;29619707;69019;;85 830;19.68%;;;;;;;;;;;;;;;;
;25.02;32789267;74566;33537429;78097;41572;53.23%;7698423;14603;-30.55%;3839625;13960;11.45%;11.71%;17.88%;18.72%;29697804;64137;;82 404;19.31%;;;;;;;;;;;;;;;;
;26.02;32836790;47523;33587230;49801;22602;45.38%;7699078;655;-31.63%;3839625;8902;11.43%;11.69%;17.88%;18.73%;29747605;40899;;80 134;18.89%;;;;;;;;;;;;;;;;
;27.02;32877308;40518;33629931;42701;22978;53.81%;7699540;462;-31.15%;3839625;6564;11.42%;11.68%;15.37%;16.20%;29790306;36137;;78 809;18.45%;;;;;;;;;;;;;;;;
;28.02;32959125;81817;33715893;85962;53804;62.59%;7721496;21956;-26.24%;3839625;12984;11.39%;11.65%;15.10%;15.87%;29876268;72978;;76 351;18.00%;;;;;;;;;;;;;;;;
;01.03;33039554;80429;33800174;84281;45254;53.69%;7737737;16241;-20.64%;3839625;14737;11.36%;11.62%;17.49%;18.32%;29960549;69544;;74 152;17.57%;;;;;;;;;;;;;;;;
;02.03;33116611;77057;33881265;81091;42883;52.88%;7753135;15398;-13.49%;3839625;14068;11.33%;11.59%;17.35%;18.26%;30041640;67023;;72 525;17.22%;;;;;;;;;;;;;;;;
;03.03;33187307;70696;33955578;74313;41318;55.60%;7767017;13882;-11.61%;3839625;12483;11.31%;11.57%;16.80%;17.66%;30115953;61830;;70 892;16.84%;;;;;;;;;;;;;;;;
;04.03;33258162;70855;34029943;74365;40356;54.27%;7780835;13818;-5.38%;3839625;12737;11.28%;11.54%;17.13%;17.98%;30190318;61628;;70 359;16.73%;;;;;;;;;;;;;;;;
;05.03;33302780;44618;34076787;46844;22041;47.05%;7781365;530;-19.08%;3839625;7697;11.27%;11.53%;16.43%;17.25%;30237162;39147;;69 937;16.52%;;;;;;;;;;;;;;;;
;06.03;33341343;38563;34117684;40897;23130;56.56%;7781827;462;0.00%;3839625;5585;11.25%;11.52%;13.66%;14.48%;30278059;35312;;69 679;16.28%;;;;;;;;;;;;;;;;
;07.03;33422513;81170;34203025;85341;51827;60.73%;7804481;22654;3.18%;3839625;13152;11.23%;11.49%;15.41%;16.20%;30363400;72189;;69 590;16.32%;;;;;;;;;;;;;;;;
;08.03;33500691;78178;34285064;82039;42891;52.28%;7820155;15674;-3.49%;3839625;14415;11.20%;11.46%;17.57%;18.44%;30445439;67624;;69 270;16.33%;;;;;;;;;;;;;;;;
;09.03;33577205;76514;34365607;80543;43785;54.36%;7834792;14637;-4.94%;3839625;13438;11.17%;11.44%;16.68%;17.56%;30525982;67105;;69 192;16.24%;;;;;;;;;;;;;;;;
